30,135,248,65.646,219.893,68.768,86,437,2300,187.692,712.598,638.489
3,12,24,73.804,194.89,70.937,8,38,185,178.705,644.675,557.218
16,70,162,41.228,137.476,54.504,48,275,1334,126.953,544.142,448.369
3,13,28,53.149,169.41,67.956,9,47,243,142.249,604.975,593.676
29,125,253,54.003,182.37,62.588,80,407,2211,147.954,593.499,545.999
11,46,101,49.024,155.692,55.45,36,165,815,153.404,559.389,447.981
166,709,1492,52.708,163.641,66.106,444,2589,12185,141.084,597.891,539.929
24,111,230,63.222,210.276,72.814,78,367,2085,202.168,695.135,661.121
17,72,164,59.198,199.151,71.918,53,247,1436,185.573,678.574,630.761
3,18,36,48.625,189.766,63.95,11,64,334,163.498,685.302,591.796
1,15,31,30.374,170.425,81.007,6,62,245,156.269,718.151,635.336
58,263,745,43.277,146.02,60.793,206,1027,6692,152.962,569.056,545.769
28,152,341,33.761,150.202,57.186,112,590,3112,135.565,581.764,521.856
5,21,53,58.328,163.376,63.751,11,75,422,116.426,572.083,509.469
7,27,54,51.639,163.506,57.948,17,86,458,129.079,524.995,491.859
46,257,500,43.227,175.927,61.925,162,948,4647,151.623,648.798,576.019
27,115,225,50.059,170.025,55.684,76,393,2050,144.088,579.423,508.2
16,67,132,66.7,197.873,69.215,42,235,1132,173.365,690.611,594.293
13,62,108,56.813,193.713,62.715,37,213,977,159.31,663.354,566.621
13,61,137,38.304,142.07,49.481,41,217,1111,122.115,506.385,400.959
13,78,162,36.341,149.602,59.523,57,323,1362,152.644,616.74,501.62
4,22,50,40.648,177.168,55.219,15,82,524,145.682,653.392,580.783
17,93,220,37.011,151.675,61.041,64,377,2098,140.231,617.446,580.933
24,144,242,47.388,189.734,56.778,84,549,2764,168.916,723.853,648.337
41,183,412,48.983,167.941,64.288,123,693,3739,145.592,637.311,583.917
24,121,254,57.662,210.83,76,62,391,2191,147.036,681.297,655.14
9,44,96,36.76,132.353,53.815,32,175,746,127.018,529.934,419.628
25,110,238,51.485,176.175,62.945,67,382,2005,139.247,610.063,529.534
6,26,47,82.346,245.91,74.862,16,73,390,213.9,690.721,619.493
8,40,76,56.546,190.481,68.774,20,136,624,138.093,649.759,566.67
12,41,109,54.03,167.621,65.331,33,149,978,152.945,603.239,586.273
5,26,53,50.915,193.082,59.803,19,100,598,178.313,749.719,679.122
26,138,314,37.087,158.704,55.411,107,566,3246,151.727,649.59,573.682
11,43,87,66.38,187.111,70.472,26,130,616,156.238,571.096,500.492
82,410,799,53.117,180.997,63.56,258,1501,7365,168.298,663.191,585.712
25,139,310,33.999,146.469,52.773,93,553,2939,128.268,583.546,499.845
3,18,24,52.888,206.121,60.289,9,64,235,189.776,718.013,594.601
49,216,463,51.88,178.021,62.568,141,793,4003,149.916,653.715,540.796
15,69,140,49.625,167.798,62.107,41,242,1066,138.606,591.198,473.118
18,72,181,63.266,187.06,72.196,52,258,1594,177.487,666.889,635.839
41,229,455,42.148,170.745,55.588,164,890,4737,167.318,663.075,578.138
4,23,46,48.641,180.264,68.366,15,91,427,182.873,711.699,627.768
14,76,202,39.765,162.395,70.259,44,250,1402,124.504,533.191,488.22
4,21,38,67.374,233.478,75.94,10,64,305,158.483,706.606,609.292
16,88,215,32.775,141.834,53.004,56,332,1732,113.851,534.022,427.708
98,404,850,46.258,147.576,58.535,298,1601,7483,140.854,584.896,515.238
8,47,74,33.107,124.197,49.607,17,121,461,67.317,320.927,307.192
2,14,26,49.236,201.489,61.576,9,50,264,183.951,735.617,628.699
31,163,319,50.702,194.401,64.66,79,503,2653,130.986,602.145,538.253
25,111,251,47.439,162.606,58.819,73,416,2581,140.316,607.681,605.419
6,27,67,44.535,154.325,54.764,17,94,475,132.275,534.537,386.623
24,121,234,54.253,196.747,64.3,84,442,2376,186.235,718.12,654.178
3,12,23,69.572,195.402,67.462,7,38,195,170.61,623.268,574.094
16,71,178,42.954,136.931,59.574,46,270,1359,121.178,523.092,453.932
3,13,28,49.068,155.243,66.921,8,48,237,136.673,591.777,570.994
26,119,269,48.839,169.961,65.492,73,389,2112,136.111,555.831,513.64
11,43,102,45.373,142.325,55.747,33,165,778,142.648,546.72,424.3
167,689,1566,53.891,159.286,68.771,434,2639,12132,139.948,609.933,532.718
22,110,227,56.775,200.714,71.143,67,383,2135,176.615,696.043,668.721
14,70,148,48.163,186.19,64.641,50,258,1439,177.511,687.567,629.783
3,16,34,47.576,166.474,60.212,11,63,342,161.389,667.032,597.308
1,15,33,33.187,172.128,83.361,5,62,249,140.908,719.922,635.069
59,255,739,44.363,137.989,59.789,192,1051,6642,143.584,567.965,537.283
30,148,320,36.474,141.278,53.133,116,609,3068,141.985,579.192,509.359
5,22,53,54.901,171.435,64.573,12,78,412,129.236,598.007,498.318
7,28,58,52.252,165.144,62.131,17,94,479,131.468,546.691,509.799
43,247,475,41.126,169.129,58.627,145,974,4634,137.47,666.792,572.305
23,112,245,44.075,159.884,60.638,67,422,2117,127.022,602.228,523.095
13,69,124,54.367,198.193,65.084,41,239,1123,172.996,682.483,588.512
12,59,110,53.515,179.168,63.713,36,209,1026,156.881,631.648,593.119
14,63,143,40.812,140.341,51.265,44,221,1126,130.25,495.586,404.889
