11,6,2,62.83,49.775,2.065,15,41,80,74.912,164.848,51.306,30,68,117,143.606,277.131,75.329
6,5,1,57.72,101.465,2.09,10,34,42,84.034,248.431,49.345,16,52,69,142.264,377.89,80.323
38,26,6,57.193,59.605,1.523,47,134,195,63.321,159.104,34.579,99,243,352,132.868,288.281,62.417
9,6,1,72.705,70.332,1.48,13,38,46,76.983,169.075,39.085,27,63,75,157.494,278.229,63.061
79,64,12,56.922,63.176,1.659,123,426,595,77.35,202.385,48.078,232,673,1048,145.806,319.449,84.601
33,26,7,51.877,55.922,1.712,50,141,209,69.681,156.353,37.976,93,247,369,127.907,274.322,66.877
2,3,0,45.088,54.037,1.307,2,9,11,44.932,110.343,28.588,5,18,17,102.733,207.419,41.931
50,40,7,57.238,63.294,1.727,68,207,307,69.614,165.579,42.052,133,353,522,135.763,282.777,71.623
14,12,2,52.582,54.525,1.697,19,54,80,62.553,130.567,36.467,38,89,125,128.73,214.836,57.006
17,12,3,71.246,73.417,2.401,24,73,144,82.137,185.677,60.349,53,131,225,176.508,332.076,94.477
53,44,7,58.594,64.705,1.518,68,230,324,66.465,173.602,40.015,142,395,579,137.955,298.144,71.524
5,4,1,71.411,83.889,2.025,8,35,41,96.781,275.409,59.606,15,51,69,174.136,408.192,100.123
18,15,3,54.191,62.061,1.52,22,72,98,60.955,156.102,36.232,43,113,152,118.935,245.392,56.468
3,3,0,51.103,55.984,1.485,4,13,16,63.708,139.617,34.032,8,22,25,122.828,233.436,52.505
24,19,4,57.223,64.827,1.806,29,107,165,59.789,168.617,42.875,64,181,283,130.661,284.827,73.44
94,72,14,51.67,48.641,1.5,116,321,361,55.644,120.136,26.475,242,595,705,116.13,222.424,51.736
10,10,2,39.364,41.125,1.828,12,35,37,49.622,96.646,27.219,24,69,66,100.777,189.941,48.814
3,3,0,77.52,105.166,2.035,5,20,28,100.977,282.339,66.909,9,30,45,176.345,420.619,108.304
31,23,5,56.091,56.338,1.685,40,123,178,64.304,156.771,37.381,83,211,264,133.5,270.118,55.286
26,23,4,56.818,73.406,2.126,41,138,249,77.757,200.517,61.739,78,224,342,146.233,326.374,84.695
6,5,1,53.668,61.728,1.296,10,35,49,69.385,186.06,39.979,19,54,70,136.257,285.927,57.219
24,23,4,57.341,76.637,1.899,31,100,129,65.884,157.523,36.471,61,187,226,129.074,295.76,63.886
2,2,0,65.907,80.717,1.825,3,11,15,75.578,176.442,47.267,6,18,23,152.365,298.106,71.688
18,15,2,50.085,47.082,1.011,21,57,92,54.082,113.858,31.572,43,96,163,112.026,192.794,55.699
3,2,0,58.348,74.354,1.532,5,14,24,79.823,188.131,60.03,10,25,40,151.563,332.369,100.564
26,21,2,54.375,59.604,1.096,32,101,138,60.227,151.663,35.841,66,171,229,124.725,256.843,59.499
11,9,1,57.329,64.312,1.069,16,46,73,66.278,154.332,41.122,30,79,124,126.855,265.498,69.98
150,133,14,52.316,58.304,1.051,221,714,1018,68.116,169.433,45.699,424,1180,1726,130.271,279.859,77.48
23,17,2,78.479,88.692,1.573,32,112,176,81.488,217.559,58.096,63,180,263,162.563,348.226,86.707
17,13,1,67.006,85.358,1.084,22,71,88,74.39,202.108,38.728,42,126,165,142.161,356.298,72.562
3,3,0,51.395,76.921,1.086,5,17,22,69.011,187.256,40.938,9,30,41,126.702,321.913,74.321
2,3,0,61.751,86.963,1.871,3,20,26,68.143,239.745,68.708,5,31,42,129.952,372.018,110.34
68,56,7,55.108,59.121,0.925,96,311,435,69.344,175.069,36.145,175,491,760,126.187,276.267,63.109
36,34,4,48.667,62.604,1.206,47,144,237,57.332,143.276,41.115,96,247,408,116.195,246.833,70.828
5,4,0,63.343,75.932,0.887,7,20,30,70.504,156.663,37.207,14,35,47,141.145,280.289,57.005
6,4,1,50.15,46.953,1.176,8,23,32,61.001,138.55,35.826,15,40,47,114.403,240.426,52.391
52,46,5,53.984,63.086,1.114,68,220,286,61.995,153.66,35.687,126,388,499,115.37,270.571,62.246
29,25,3,59.756,76.908,1.124,40,112,160,73.682,162.46,40.33,67,192,254,124.866,278.772,64.13
13,12,1,53.575,54.663,0.972,14,36,45,55.256,104.138,24.001,27,68,85,107.996,198.593,45.405
11,11,1,48.288,60.832,1.061,16,47,63,68.809,144.399,37.213,29,89,99,124.737,274.817,58.745
19,15,2,67.394,74.308,1.109,24,75,100,70.219,173.82,36.893,47,117,184,138.889,273.134,68.04
19,15,2,55.412,57.691,1.129,21,72,97,57.639,141.587,37.126,45,123,182,119.939,243.682,69.703
6,5,0,68.669,100.981,1.041,10,34,50,97.952,266.546,55.696,17,51,74,164.268,399.69,83.082
24,22,3,56.306,73.488,1.211,28,94,110,58.612,159.116,30.783,60,180,211,124.84,304.776,59.015
29,27,3,71.8,92.107,1.212,44,168,218,86.828,233.917,51.818,83,275,375,162.408,384.333,89.161
45,39,4,57.843,78.711,1.219,67,202,317,75.522,184.504,49.523,121,359,517,136.621,327.784,80.753
22,19,2,54.761,71.95,1.224,31,114,166,72.016,195.54,50.736,56,180,248,127.382,309.441,75.778
11,10,1,41.893,45.682,1.099,12,40,57,47.285,120.502,32.696,24,67,91,93.502,202.884,51.929
24,21,2,51.73,62.833,1.116,32,90,145,64.227,141.907,39.304,62,157,266,125.593,247.966,71.971
4,3,0,65.346,83.13,1.052,7,23,39,93.974,219.416,63.403,13,38,49,163.151,360.686,79.402
