5,36,84,6.383,32.94,13.836
1,6,12,7.43,43.818,13.545
1,6,9,6.92,34.741,8.871
8,58,125,7.413,41.696,15.213
4,25,38,7.619,33.871,9.281
2,11,16,6.384,33.118,8.395
2,12,18,7.413,36.562,9.959
3,17,31,7.773,38.018,11.068
2,18,40,6.317,33.836,14.231
1,7,12,7.856,55.185,13.227
3,22,41,5.697,34.556,10.812
5,42,57,9.327,54.796,13.118
6,39,67,7.859,35.661,10.405
3,21,36,6.263,36.269,10.334
2,8,23,7.122,24.229,12.372
3,22,37,7.064,33.91,9.657
1,6,6,11.141,55.077,9.827
1,9,12,7.936,43.308,9.969
2,12,17,9.16,43.59,9.658
1,10,11,8.445,72.66,12.593
5,47,86,7.323,53.149,14.828
2,13,20,12.706,57.205,15.4
11,126,211,7.465,56.244,16.505
6,44,75,8.432,42.943,12.158
0,3,4,6.941,34.994,8.149
6,46,95,5.956,37.669,12.756
2,14,23,7.108,33.168,9.954
3,28,33,10.511,67.691,12.848
6,58,123,6.109,41.516,14.644
1,9,14,7.986,68.236,20.163
2,19,45,6.22,36.405,14.888
0,3,4,6.622,28.309,7.024
4,24,46,7.634,35.484,11.113
25,123,139,11.205,42.225,8.97
2,15,20,7.427,41.597,12.842
0,5,6,10.055,71.442,13.365
4,32,50,6.352,35.777,9.707
4,36,51,7.846,49.509,11.408
1,9,14,10.074,49.408,11.156
3,24,36,6.471,38.52,9.695
0,3,3,7.951,43.531,8.754
2,14,32,4.637,25.904,10.356
0,4,5,6.545,44.445,11.633
6,44,70,11.34,60.759,16.888
1,10,21,5.45,29.949,11.172
25,278,361,7.861,62.297,15.047
4,46,66,8.844,81.358,19.678
2,24,35,6.035,63.349,14.663
0,5,8,4.842,47.418,13.224
0,5,13,3.289,51.637,30.77
10,102,189,6.917,51.505,14.397
4,37,106,5.397,34.004,17.143
1,6,11,6.588,43.942,12.722
1,6,8,4.911,33.405,8.258
5,54,124,4.648,38.599,15.029
3,30,42,5.712,41.09,10.061
1,13,20,5.878,36.856,10.407
1,11,19,5.802,35.529,10.716
2,20,35,5.896,42.166,12.303
2,18,46,5.987,33.896,16.101
1,6,10,5.762,50.131,10.994
2,24,46,5.182,38.046,11.909
4,46,79,7.42,59.941,17.916
3,30,57,3.45,27.322,8.926
2,19,38,4.972,33.47,10.767
1,9,24,5.133,26.816,12.939
2,18,33,4.219,27.516,8.459
1,5,7,7.783,48.167,10.916
1,7,11,5.244,35.637,9.342
1,11,21,6.408,39.133,11.728
1,10,12,8.204,68.609,13.147
5,45,76,6.505,50.437,12.919
2,12,23,9.548,53.168,17.289
9,124,212,6.087,55.343,16.485
5,44,82,6.765,42.394,13.136
0,3,5,6.469,33.047,10.84
4,49,100,4.722,39.787,13.309
1,13,21,4.339,29.793,8.864
2,24,33,7.885,58.23,12.674
4,57,122,4.467,40.632,14.415
0,7,12,5.445,54.529,17.116
2,19,42,4.918,37.157,13.752
0,3,5,5.007,27.212,8.716
3,22,48,6.11,32.335,11.408
17,119,162,7.445,40.214,10.238
1,13,20,5.29,35.349,12.77
0,5,6,8.245,63.484,13.715
3,30,67,4.994,33.94,12.812
4,39,55,6.84,53.04,12.293
1,7,14,5.364,39.256,11.501
2,21,44,4.854,34.744,11.679
0,2,3,6.173,38.761,8.981
2,17,31,4.213,30.935,10.056
0,3,5,5.099,38.446,12.371
5,46,72,10.116,62.287,17.153
1,8,14,4.105,25.397,7.204
28,273,382,8.933,61.104,15.66
4,42,67,8.88,72.471,19.745
2,25,39,6.14,66.629,16.376
0,5,9,4.938,52.061,14.416
0,5,14,3.927,54.388,32.591
10,110,211,7.315,55.342,15.788
4,33,81,4.709,29.558,13.041
0,6,11,4.903,42.429,12.417
1,5,7,4.356,31.122,6.631
6,63,116,5.378,45.084,13.974
2,28,35,4.584,38.052,8.424
1,14,18,4.953,38.637,9.138
2,12,18,6.449,37.967,10.351
2,20,35,5.635,42.256,12.486
2,16,44,4.807,30.259,15.184
0,6,10,5.087,47.899,10.291
2,23,42,4.003,36.048,10.892
3,49,82,6.526,62.657,18.37
